Geneid	Chr	Start	End	Strand	Length	trt_1	trt_2	trt_3	ctr_1	ctr_2	ctr_3
gene:AT1G51160	1	18949532	18951891	+	2360	380	58	127	94	495	125
gene:AT1G51170	1	18953458	18955053	-	1596	438	78	37	119	232	61
gene:AT1G51172	1	18963205	18965571	+	2367	1	0	0	0	0	0
gene:AT1G51190	1	18977176	18980618	+	3443	2	1	0	0	0	0
gene:AT1G51200	1	18984281	18986653	+	2373	1890	499	687	651	831	430
gene:AT1G51210	1	18987702	18989267	+	1566	0	0	0	0	0	0
gene:AT1G51220	1	18989751	18992149	-	2399	0	0	0	0	0	0
gene:AT1G51230	1	18997026	18997434	-	409	0	0	0	0	0	0
gene:AT1G51240	1	19000369	19000945	-	577	0	0	0	0	0	0
gene:AT1G51250	1	19001424	19002215	-	792	0	0	0	0	0	0
gene:AT1G51260	1	19003219	19005664	-	2446	1	0	1	0	0	0
gene:AT1G51270	1	19007364	19011285	+	3922	91	54	21	9	6	13
gene:AT1G51290	1	19012173	19013306	+	1134	0	0	0	0	0	0
gene:AT1G51300	1	19014255	19016205	-	1951	0	0	0	0	0	0
gene:AT1G51310	1	19018941	19021808	-	2868	124	10	73	132	194	39
gene:AT1G51320	1	19025642	19026769	+	1128	0	0	0	0	0	0
gene:AT1G51330	1	19028841	19029844	-	1004	119	59	32	0	0	0
gene:AT1G51340	1	19030998	19035121	+	4124	635	209	49	461	315	190
gene:AT1G51350	1	19035644	19039398	+	3755	219	171	183	235	241	68
gene:AT1G51355	1	19041397	19042414	+	1018	165	65	19	91	92	55
gene:AT1G51360	1	19044163	19044953	+	791	105	63	34	52	78	35
gene:AT1G51370	1	19045059	19047518	+	2460	1	1	6	40	53	2
gene:AT1G51380	1	19047672	19050214	+	2543	19	1	3	4	69	1
gene:AT1G51390	1	19050298	19052094	+	1797	146	20	76	90	151	114
gene:AT1G51400	1	19052023	19052582	-	560	3124	541	730	1512	3116	833
gene:AT1G51402	1	19052193	19053535	+	1343	2902	515	706	1427	2929	694
gene:AT1G51405	1	19057472	19059766	+	2295	1	0	18	8	47	0
gene:AT1G51410	1	19059720	19061714	+	1995	0	0	0	0	0	0
gene:AT1G51420	1	19064598	19066989	-	2392	10	0	0	0	2	10
gene:AT1G51430	1	19068241	19069776	+	1536	151	0	2	67	140	63
gene:AT1G51440	1	19070798	19072753	+	1956	15	12	0	86	109	0
gene:AT1G51450	1	19074328	19076545	+	2218	451	121	118	95	182	37
gene:AT1G51460	1	19076838	19081451	-	4614	0	0	0	3	21	0
gene:AT1G51470	1	19087384	19090523	+	3140	7	1	0	0	0	1
gene:AT1G51480	1	19090716	19093478	-	2763	0	0	12	0	0	0
gene:AT1G51490	1	19094888	19097503	+	2616	0	0	0	0	0	0
gene:AT1G51500	1	19097712	19101265	-	3554	2	15	166	61	80	70
gene:AT1G51510	1	19102791	19104933	-	2143	860	459	557	467	486	301
gene:AT1G51520	1	19106687	19109648	+	2962	19	1	4	37	47	38
gene:AT1G51530	1	19109854	19112157	+	2304	0	0	0	15	10	0
gene:AT1G51538	1	19113085	19115393	+	2309	0	0	0	0	8	0
gene:AT1G51540	1	19115557	19117534	+	1978	472	8	115	145	130	17
gene:AT1G51550	1	19117032	19119382	-	2351	286	22	76	68	219	52
gene:AT1G51560	1	19119606	19122038	-	2433	212	5	77	136	282	116
gene:AT1G51570	1	19122161	19125375	-	3215	1405	245	317	1450	1469	524
gene:AT1G51580	1	19125583	19128161	+	2579	253	42	162	257	234	178
gene:AT1G51590	1	19128144	19132318	-	4175	379	185	250	278	361	126
gene:AT1G51600	1	19132221	19135630	+	3410	223	41	124	48	178	89
gene:AT1G51610	1	19136214	19139989	+	3776	331	34	116	289	331	47
gene:AT1G51620	1	19140130	19141926	+	1797	495	134	84	2	2	11
gene:AT1G51630	1	19141823	19144320	-	2498	603	72	121	268	335	153
gene:AT1G51640	1	19149761	19152288	-	2528	151	74	78	20	34	3
gene:AT1G51650	1	19152508	19154051	+	1544	1470	343	336	454	800	256
gene:AT1G51660	1	19154323	19156338	+	2016	1960	638	693	178	164	63
gene:AT1G51670	1	19156135	19158769	+	2635	163	0	0	36	22	8
gene:AT1G51680	1	19158746	19161737	-	2992	14763	3969	3862	3411	4026	1816
gene:AT1G51690	1	19163843	19170449	+	6607	1294	214	419	600	755	358
gene:AT1G51700	1	19173880	19175228	+	1349	2262	541	453	163	112	81
gene:AT1G51710	1	19175609	19180195	-	4587	1015	188	340	556	606	228
gene:AT1G51720	1	19180744	19186532	+	5789	480	154	139	371	377	119
gene:AT1G51730	1	19186488	19188805	-	2318	450	91	148	378	501	330
gene:AT1G51740	1	19188799	19191372	+	2574	78	59	39	151	127	89
gene:AT1G51745	1	19191466	19194908	+	3443	791	74	77	235	362	115
gene:AT1G51760	1	19199351	19201707	+	2357	12379	3780	3490	236	207	164
gene:AT1G51770	1	19201789	19203386	+	1598	0	1	1	0	0	0
gene:AT1G51780	1	19204512	19206586	+	2075	27	0	0	0	0	1
gene:AT1G51790	1	19206615	19211971	-	5357	40	6	19	0	2	1
gene:AT1G51800	1	19214072	19218053	+	3982	163	81	192	4	1	15
gene:AT1G51805	1	19220236	19225797	-	5562	223	70	375	36	148	19
gene:AT1G51810	1	19227074	19232359	-	5286	1	0	0	0	0	0
gene:AT1G51820	1	19237219	19241965	-	4747	175	3	14	0	4	0
gene:AT1G51823	1	19242294	19242437	+	144	0	0	0	0	0	0
gene:AT1G51830	1	19242654	19246154	-	3501	16	0	13	1	0	2
gene:AT1G51840	1	19249401	19250863	-	1463	0	0	0	0	0	0
gene:AT1G51850	1	19252811	19256927	-	4117	1	3	1	0	14	3
gene:AT1G51860	1	19257403	19261794	-	4392	153	10	0	2	0	0
gene:AT1G51870	1	19262698	19267167	-	4470	1	0	0	0	0	0
gene:AT1G51880	1	19269817	19274168	-	4352	5	0	0	0	5	0
gene:AT1G51890	1	19274604	19278798	-	4195	1204	591	439	0	0	0
gene:AT1G51900	1	19279806	19282895	-	3090	1	0	0	1	0	0
gene:AT1G51910	1	19284270	19288385	-	4116	0	0	0	0	0	0
gene:AT1G51913	1	19292909	19293339	+	431	0	0	14	0	0	0
gene:AT1G51915	1	19293478	19294117	+	640	0	10	0	0	0	0
gene:AT1G51920	1	19294184	19294612	+	429	161	28	110	0	0	0
gene:AT1G51930	1	19294838	19295236	-	399	0	0	1	0	0	0
gene:AT1G51940	1	19295820	19299169	-	3350	245	102	158	283	592	271
gene:AT1G51950	1	19305081	19307518	+	2438	2229	747	687	283	375	103
gene:AT1G51960	1	19310174	19311683	+	1510	0	0	8	8	0	0
gene:AT1G51965	1	19311466	19314195	-	2730	175	55	71	154	166	47
gene:AT1G51970	1	19314542	19314916	-	375	0	0	0	0	0	0
gene:AT1G51980	1	19323055	19326918	-	3864	1692	797	736	1191	1223	443
gene:AT1G51990	1	19330949	19332667	+	1719	0	0	0	18	0	0
gene:AT1G52000	1	19333088	19336135	-	3048	160	0	20	34	71	23
gene:AT1G52030	1	19345871	19349088	-	3218	0	0	3	0	0	0
gene:AT1G52040	1	19350314	19352791	-	2478	0	0	13	0	0	0
gene:AT1G52050	1	19354919	19356901	-	1983	4	4	0	0	0	2
gene:AT1G52060	1	19358800	19360822	-	2023	0	0	0	0	7	3
gene:AT1G52070	1	19364809	19366925	-	2117	36	3	7	4	6	2
gene:AT1G52080	1	19369089	19372121	+	3033	0	0	54	24	47	72
gene:AT1G52100	1	19383078	19385602	-	2525	0	0	0	0	0	0
gene:AT1G52110	1	19386709	19389740	-	3032	0	0	0	0	3	0
gene:AT1G52120	1	19396081	19398244	-	2164	0	0	1	0	0	0
gene:AT1G52130	1	19400510	19402789	-	2280	37	0	0	0	0	0
gene:AT1G52140	1	19407259	19408319	-	1061	314	187	58	122	357	79
gene:AT1G52150	1	19409688	19414764	-	5077	1019	379	371	750	911	254
gene:AT1G52155	1	19417434	19419874	+	2441	2	0	35	51	28	17
gene:AT1G52160	1	19420715	19424474	-	3760	359	124	143	240	220	84
gene:AT1G52180	1	19424944	19425928	-	985	1	0	0	0	0	0
gene:AT1G52190	1	19434480	19439031	+	4552	5739	1639	1271	2706	5896	1547
gene:AT1G52191	1	19439367	19441724	-	2358	76	60	5	0	1	0
gene:AT1G52200	1	19441636	19443631	-	1996	688	274	243	18	14	0
gene:AT1G52220	1	19453435	19454765	-	1331	1218	265	475	1173	1829	679
gene:AT1G52230	1	19454798	19455668	+	871	4874	704	1078	1990	3761	1527
gene:AT1G52240	1	19455495	19458069	-	2575	1590	253	307	512	806	342
gene:AT1G52245	1	19458612	19459763	-	1152	0	4	0	1	9	0
gene:AT1G52260	1	19460482	19463477	+	2996	35	58	77	117	87	88
gene:AT1G52270	1	19463675	19464434	-	760	0	79	0	0	0	12
gene:AT1G52280	1	19467815	19469586	-	1772	280	0	72	82	139	52
gene:AT1G52290	1	19469820	19472582	-	2763	29	5	32	65	75	41
gene:AT1G52300	1	19474898	19476234	-	1337	1299	138	377	706	1086	326
gene:AT1G52310	1	19478066	19481154	+	3089	165	81	92	122	196	58
gene:AT1G52315	1	19481046	19482863	+	1818	153	50	12	50	63	29
gene:AT1G52320	1	19484221	19487997	+	3777	1026	208	262	411	345	313
gene:AT1G52325	1	19487793	19488418	-	626	0	6	0	0	0	0
gene:AT1G52330	1	19488755	19489914	+	1160	0	0	1	0	9	0
gene:AT1G52340	1	19489794	19491650	-	1857	1	5	58	413	235	173
gene:AT1G52342	1	19491767	19493122	-	1356	0	0	35	177	216	153
gene:AT1G52343	1	19494127	19495867	-	1741	0	0	0	0	0	0
gene:AT1G52360	1	19499146	19506309	+	7164	2716	910	793	989	1230	464
gene:AT1G52370	1	19506356	19508934	+	2579	277	3	43	103	119	55
gene:AT1G52380	1	19508938	19511641	+	2704	201	132	164	116	318	45
gene:AT1G52390	1	19511968	19512279	-	312	0	0	0	0	0	0
gene:AT1G52400	1	19514989	19518411	+	3423	626	106	192	31	92	15
gene:AT1G52410	1	19520603	19525685	+	5083	379	240	256	83	262	10
gene:AT1G52415	1	19526153	19526888	+	736	0	0	0	0	0	0
gene:AT1G52420	1	19527822	19531443	+	3622	282	113	118	304	454	201
gene:AT1G52430	1	19531350	19536422	-	5073	10	0	11	4	0	20
gene:AT1G52440	1	19538821	19540907	+	2087	0	0	0	0	0	0
gene:AT1G52450	1	19541577	19546357	-	4781	0	0	0	0	29	37
gene:AT1G52460	1	19549331	19551282	+	1952	0	0	0	2	0	0
gene:AT1G52470	1	19553213	19555543	+	2331	0	0	0	0	0	0
gene:AT1G52490	1	19556218	19556945	-	728	0	0	0	0	0	3
gene:AT1G52495	1	19558499	19559143	-	645	0	0	0	0	0	0
gene:AT1G52500	1	19559880	19563113	+	3234	521	63	134	161	166	165
gene:AT1G52510	1	19561510	19565272	-	3763	856	300	197	353	578	396
gene:AT1G52520	1	19565601	19568391	+	2791	0	54	19	105	107	52
gene:AT1G52530	1	19568588	19570058	+	1471	0	0	4	25	1	0
gene:AT1G52540	1	19570058	19572204	-	2147	378	161	180	51	68	89
gene:AT1G52550	1	19572755	19574059	-	1305	14	0	0	80	15	7
gene:AT1G52560	1	19574538	19575866	-	1329	0	0	0	0	0	0
gene:AT1G52565	1	19579839	19580977	-	1139	373	50	23	1	20	0
gene:AT1G52570	1	19583617	19587531	-	3915	258	6	13	118	57	4
gene:AT1G52580	1	19587603	19589052	+	1450	0	0	0	12	10	0
gene:AT1G52590	1	19589009	19590281	-	1273	132	2	14	87	138	24
gene:AT1G52600	1	19590434	19592731	+	2298	148	41	62	201	204	46
gene:AT1G52603	1	19595751	19596295	+	545	1	0	0	0	0	0
gene:AT1G52618	1	19603147	19603743	+	597	0	0	0	1	73	43
gene:AT1G52620	1	19603796	19606287	+	2492	0	0	17	92	87	18
gene:AT1G52630	1	19606335	19608648	-	2314	205	16	28	68	54	46
gene:AT1G52640	1	19608709	19610452	-	1744	2	16	14	56	10	3
gene:AT1G52650	1	19610856	19612417	+	1562	0	0	0	0	0	0
gene:AT1G52660	1	19613378	19614989	+	1612	2	0	0	1	4	0
gene:AT1G52670	1	19614931	19617611	-	2681	377	76	87	233	419	118
gene:AT1G52680	1	19618099	19619026	-	928	0	0	0	0	7	0
gene:AT1G52690	1	19619724	19621534	+	1811	0	0	34	0	0	0
gene:AT1G52695	1	19621238	19623461	-	2224	4	0	0	0	0	0
gene:AT1G52700	1	19630884	19634051	-	3168	115	24	58	180	163	120
gene:AT1G52710	1	19638285	19640512	-	2228	160	0	103	120	127	110
gene:AT1G52720	1	19640525	19641665	+	1141	188	74	69	124	132	47
gene:AT1G52730	1	19642452	19645211	+	2760	373	43	173	256	212	66
gene:AT1G52740	1	19645236	19646485	+	1250	460	116	189	636	734	456
gene:AT1G52750	1	19646465	19649340	-	2876	3	0	1	0	45	41
gene:AT1G52760	1	19651172	19652825	+	1654	591	277	306	453	536	221
gene:AT1G52770	1	19655831	19657795	+	1965	0	0	0	28	65	3
gene:AT1G52780	1	19658614	19662186	+	3573	1469	478	592	252	373	170
gene:AT1G52790	1	19662194	19663301	-	1108	0	0	0	9	14	0
gene:AT1G52800	1	19664023	19665631	+	1609	2	0	0	0	10	0
gene:AT1G52810	1	19667127	19668237	+	1111	0	0	0	0	0	0
gene:AT1G52820	1	19669005	19670427	+	1423	0	0	0	16	21	6
gene:AT1G52825	1	19670395	19671059	-	665	0	5	17	133	78	61
gene:AT1G52827	1	19671300	19672021	-	722	2	3	2	0	0	0
gene:AT1G52830	1	19672476	19673652	-	1177	0	0	0	0	0	0
gene:AT1G52857	1	19681209	19681787	-	579	0	0	0	0	0	0
gene:AT1G52855	1	19682773	19683565	-	793	0	0	0	0	0	0
gene:AT1G52870	1	19685545	19688028	+	2484	444	141	141	345	524	237
gene:AT1G52880	1	19688708	19690589	-	1882	4	0	7	21	33	78
gene:AT1G52890	1	19696923	19698482	-	1560	1014	78	277	2	1	0
gene:AT1G52900	1	19702062	19702916	-	855	60	0	0	0	1	0
gene:AT1G52905	1	19706047	19706885	+	839	124	148	9	17	50	19
gene:AT1G52910	1	19708011	19709323	+	1313	0	22	0	0	12	4
gene:AT1G52920	1	19709275	19711081	-	1807	0	0	0	0	0	0
gene:AT1G52930	1	19711179	19713308	+	2130	272	14	103	130	229	96
gene:AT1G52940	1	19716402	19723725	+	7324	0	1	0	0	2	0
gene:AT1G52950	1	19725483	19728035	+	2553	0	0	0	0	0	0
gene:AT1G52970	1	19736482	19737083	-	602	0	0	0	0	0	0
gene:AT1G52980	1	19737405	19740348	+	2944	2279	247	475	480	627	412
gene:AT1G52990	1	19740400	19743449	-	3050	106	0	0	0	0	1
gene:AT1G53000	1	19744948	19747804	-	2857	8	64	10	200	271	96
gene:AT1G53010	1	19747847	19748383	+	537	0	0	0	0	0	0
gene:AT1G53023	1	19754214	19755843	-	1630	0	0	3	0	0	0
gene:AT1G53025	1	19756445	19759700	-	3256	10	66	87	12	71	15
gene:AT1G53030	1	19760001	19761496	-	1496	105	53	61	116	42	83
gene:AT1G53035	1	19761550	19762561	-	1012	0	2	74	65	35	40
gene:AT1G53040	1	19764245	19767507	-	3263	279	135	146	171	285	96
gene:AT1G53050	1	19771916	19775817	+	3902	606	29	97	238	318	217
gene:AT1G53060	1	19775923	19777030	+	1108	0	0	5	0	0	1
gene:AT1G53070	1	19778133	19779447	+	1315	79	0	38	71	108	16
gene:AT1G53080	1	19781288	19782352	+	1065	35	0	14	0	0	0
gene:AT1G53090	1	19783185	19786902	+	3718	191	50	33	191	197	113
gene:AT1G53100	1	19786900	19789150	-	2251	0	0	1	0	1	0
gene:AT1G53110	1	19790142	19792589	+	2448	213	79	128	126	81	58
gene:AT1G53120	1	19792751	19794778	+	2028	4	4	36	75	98	47
gene:AT1G53130	1	19794723	19795544	-	822	0	1	0	0	0	0
gene:AT1G53140	1	19799188	19802675	+	3488	11	0	33	22	92	38
gene:AT1G53160	1	19806263	19807705	+	1443	0	0	0	711	433	418
gene:AT1G53163	1	19812087	19813290	+	1204	0	0	17	18	36	28
gene:AT1G53165	1	19813790	19819564	+	5775	604	274	192	278	325	219
gene:AT1G53170	1	19821337	19822399	-	1063	219	86	97	34	69	69
gene:AT1G53180	1	19831352	19833028	+	1677	0	3	0	0	3	0
gene:AT1G53190	1	19837110	19840370	+	3261	300	122	51	139	293	53
gene:AT1G53200	1	19840368	19843499	-	3132	292	7	101	52	77	42
gene:AT1G53210	1	19844450	19847856	+	3407	2384	871	701	1784	2424	970
gene:AT1G53230	1	19849788	19851725	-	1938	574	310	417	468	398	391
gene:AT1G53240	1	19854615	19857146	-	2532	1986	821	928	1324	2227	1103
gene:AT1G53250	1	19857351	19859275	+	1925	80	0	71	137	106	105
gene:AT1G53260	1	19859267	19860976	-	1710	0	0	1	0	1	0
gene:AT1G53265	1	19861098	19861475	-	378	0	0	0	0	0	0
gene:AT1G53270	1	19862821	19864650	+	1830	0	26	1	10	3	0
gene:AT1G53280	1	19864726	19867389	-	2664	750	81	98	416	650	111
gene:AT1G53282	1	19867930	19868335	-	406	0	0	0	0	0	0
gene:AT1G53285	1	19869560	19870095	-	536	0	0	0	0	0	0
gene:AT1G53290	1	19871116	19873727	+	2612	0	2	174	67	142	53
gene:AT1G53300	1	19879405	19882895	+	3491	917	248	228	310	542	215
gene:AT1G53310	1	19883935	19888413	-	4479	972	308	660	827	1229	341
gene:AT1G53320	1	19890935	19893504	-	2570	378	243	150	96	217	80
gene:AT1G53325	1	19895227	19895733	-	507	0	0	0	0	0	0
gene:AT1G53330	1	19895967	19898360	+	2394	20	34	75	14	32	0
gene:AT1G53340	1	19898849	19901091	-	2243	0	11	0	0	2	1
gene:AT1G53345	1	19902474	19903808	+	1335	0	0	14	15	28	0
gene:AT1G53350	1	19903777	19907068	+	3292	285	159	80	325	218	209
gene:AT1G53360	1	19907179	19908548	+	1370	0	0	0	0	0	0
gene:AT1G53366	1	19909840	19909977	-	138	0	0	0	0	0	0
gene:AT1G53370	1	19910516	19911646	+	1131	0	0	0	0	0	0
gene:AT1G53380	1	19912990	19916686	-	3697	538	119	109	213	425	78
gene:AT1G53390	1	19917994	19923920	+	5927	982	259	297	83	231	142
gene:AT1G53400	1	19924660	19926631	+	1972	698	36	173	160	252	168
gene:AT1G53420	1	19926626	19931494	-	4869	6	3	8	2	13	0
gene:AT1G53430	1	19934987	19941185	+	6199	2142	826	836	344	423	188
gene:AT1G53440	1	19945869	19951562	+	5694	3509	1114	807	378	708	330
gene:AT1G53450	1	19951006	19954325	-	3320	808	259	222	160	327	127
gene:AT1G53460	1	19954390	19956915	-	2526	320	50	116	201	131	138
gene:AT1G53470	1	19958380	19961827	+	3448	4	0	0	0	10	1
gene:AT1G53480	1	19963047	19964712	-	1666	8	0	0	0	0	1
gene:AT1G53490	1	19963267	19966952	+	3686	19	0	16	12	20	1
gene:AT1G53500	1	19966944	19969757	-	2814	1160	299	288	417	531	207
gene:AT1G53510	1	19970334	19974393	-	4060	367	332	280	435	894	186
gene:AT1G53520	1	19976386	19978048	-	1663	22	0	20	90	230	109
gene:AT1G53530	1	19978101	19980125	+	2025	7	0	6	11	106	21
gene:AT1G53540	1	19980299	19981199	+	901	34	4	1	0	4	2
gene:AT1G53541	1	19981385	19981495	-	111	269	126	130	131	68	55
gene:AT1G53542	1	19981628	19981813	+	186	71	0	0	5	19	40
gene:AT1G53550	1	19983411	19984637	+	1227	0	0	0	0	0	0
gene:AT1G53560	1	19984542	19986112	-	1571	3	48	10	116	75	79
gene:AT1G53570	1	19987117	19991214	+	4098	658	352	170	253	282	141
gene:AT1G53580	1	19991271	19993458	-	2188	1264	342	138	226	280	142
gene:AT1G53590	1	19996205	20000782	+	4578	680	95	240	182	316	159
gene:AT1G53600	1	20001236	20004055	+	2820	1	0	9	58	45	35
gene:AT1G53610	1	20008996	20009320	-	325	5	1	0	0	0	0
gene:AT1G53620	1	20011429	20011972	-	544	231	0	13	0	0	0
gene:AT1G53625	1	20014379	20015038	-	660	1820	646	342	0	1	5
gene:AT1G53633	1	20017389	20017932	-	544	2	30	11	0	17	0
gene:AT1G53635	1	20019287	20019835	-	549	0	0	0	0	0	0
gene:AT1G53640	1	20020885	20025541	-	4657	0	0	1	1	0	0
gene:AT1G53645	1	20026016	20028756	-	2741	561	112	165	216	217	54
gene:AT1G53650	1	20028923	20031619	-	2697	2	18	2	167	233	76
gene:AT1G53655	1	20032703	20033724	+	1022	0	0	0	0	0	0
gene:AT1G53660	1	20033885	20036189	+	2305	1	0	0	18	0	0
gene:AT1G53670	1	20036631	20038261	+	1631	385	84	115	146	246	132
gene:AT1G53680	1	20038320	20039164	+	845	7	0	0	5	24	0
gene:AT1G53690	1	20042452	20043626	-	1175	186	55	11	9	46	0
gene:AT1G53700	1	20048434	20050294	+	1861	0	0	27	0	0	0
gene:AT1G53705	1	20050475	20051451	-	977	0	0	0	1	0	0
gene:AT1G53708	1	20052393	20053195	+	803	0	0	0	0	0	1
gene:AT1G53710	1	20053161	20056396	-	3236	442	12	78	244	119	64
gene:AT1G53720	1	20056526	20059803	+	3278	333	10	143	214	165	119
gene:AT1G53730	1	20061405	20065713	+	4309	137	169	42	265	486	155
gene:AT1G53750	1	20065394	20068500	-	3107	4239	675	1025	950	1134	514
gene:AT1G53760	1	20068965	20071171	-	2207	47	2	49	26	117	87
gene:AT1G53770	1	20071251	20073863	-	2613	186	22	37	97	130	67
gene:AT1G53780	1	20073989	20079022	-	5034	863	363	486	496	513	197
gene:AT1G53790	1	20079081	20081464	-	2384	3	7	0	0	15	0
gene:AT1G53800	1	20081644	20084551	+	2908	528	127	139	417	672	284
gene:AT1G53815	1	20090249	20090962	-	714	0	0	0	0	0	0
gene:AT1G53820	1	20091491	20092423	+	933	0	0	0	0	0	0
gene:AT1G53830	1	20098522	20100978	+	2457	2	0	0	0	6	0
gene:AT1G53840	1	20101299	20103690	+	2392	662	218	236	212	516	230
gene:AT1G53850	1	20103756	20106077	-	2322	925	570	94	335	479	215
gene:AT1G53860	1	20107017	20109665	-	2649	0	0	0	0	1	25
gene:AT1G53870	1	20112141	20113960	+	1820	0	0	0	0	0	0
gene:AT1G53875	1	20114920	20115845	+	926	0	0	0	0	0	0
gene:AT1G53880	1	20115874	20118434	+	2561	0	0	0	0	0	0
gene:AT1G53885	1	20119506	20120480	+	975	0	0	0	0	0	0
gene:AT1G53887	1	20122332	20123140	-	809	0	9	0	2	2	0
gene:AT1G53890	1	20124706	20126525	+	1820	0	0	0	0	0	0
gene:AT1G53900	1	20127545	20131050	+	3506	0	0	0	0	0	0
gene:AT1G53903	1	20132071	20133045	+	975	0	0	0	0	0	0
gene:AT1G53910	1	20134844	20137013	+	2170	829	359	423	910	817	391
gene:AT1G53920	1	20137537	20139716	+	2180	1	7	4	4	35	32
gene:AT1G53930	1	20140279	20140887	-	609	1	0	0	0	0	0
gene:AT1G53935	1	20142065	20142866	-	802	1	0	0	0	0	0
gene:AT1G53940	1	20143144	20144974	+	1831	0	0	1	0	0	0
gene:AT1G53945	1	20146393	20146813	-	421	0	0	0	0	0	0
gene:AT1G53950	1	20147503	20148068	-	566	1	0	25	0	0	0
gene:AT1G53970	1	20148419	20149749	+	1331	323	39	52	0	0	0
gene:AT1G53980	1	20148899	20149728	-	830	97	17	15	0	0	0
gene:AT1G53990	1	20151016	20152752	+	1737	3	80	51	0	0	0
gene:AT1G54000	1	20154154	20156520	-	2367	19	63	33	2	28	8
gene:AT1G54010	1	20158589	20160864	-	2276	2	176	59	24	28	0
gene:AT1G54020	1	20161555	20163750	-	2196	0	0	5	0	0	0
gene:AT1G54030	1	20167597	20169684	+	2088	537	137	141	59	114	24
gene:AT1G54040	1	20170715	20173949	-	3235	0	0	7	0	2	0
gene:AT1G54050	1	20179357	20180566	-	1210	4	70	5	3	45	18
gene:AT1G54060	1	20180610	20182374	+	1765	254	144	144	335	249	132
gene:AT1G54070	1	20182581	20183505	+	925	0	0	0	0	2	0
gene:AT1G54080	1	20183545	20187096	-	3552	1338	514	538	984	1067	447
gene:AT1G54090	1	20189472	20191900	+	2429	877	292	290	150	355	70
gene:AT1G54095	1	20192768	20194099	+	1332	74	0	10	0	0	1
gene:AT1G54100	1	20194712	20199193	-	4482	1107	341	498	357	361	187
gene:AT1G54110	1	20199310	20201787	+	2478	119	0	6	34	32	30
gene:AT1G54115	1	20201806	20204412	+	2607	1291	153	442	226	153	76
gene:AT1G54120	1	20206930	20207555	+	626	0	0	1	0	2	0
gene:AT1G54130	1	20210772	20213942	+	3171	975	184	246	512	670	262
gene:AT1G54140	1	20213899	20215265	-	1367	523	72	91	116	124	76
gene:AT1G54150	1	20215395	20217489	+	2095	536	185	96	75	127	59
gene:AT1G54160	1	20217336	20219452	-	2117	1	35	10	25	74	11
gene:AT1G54170	1	20221029	20226055	-	5027	1379	272	466	281	378	115
gene:AT1G54180	1	20227168	20230237	+	3070	0	2	0	18	44	8
gene:AT1G54200	1	20235465	20237358	+	1894	180	108	103	248	216	21
gene:AT1G54210	1	20241226	20242641	+	1416	126	107	48	38	63	7
gene:AT1G54215	1	20242878	20243730	+	853	0	0	0	0	3	0
gene:AT1G54217	1	20243883	20245555	-	1673	24	12	19	9	18	1
gene:AT1G54220	1	20246026	20250345	-	4320	142	14	39	137	252	36
gene:AT1G54230	1	20250518	20252365	+	1848	0	0	0	0	0	0
gene:AT1G54240	1	20252718	20254708	+	1991	0	0	0	0	0	0
gene:AT1G54250	1	20254938	20256688	+	1751	164	36	50	75	153	6
gene:AT1G54260	1	20256936	20259417	+	2482	1571	168	180	53	193	98
gene:AT1G54270	1	20259547	20262266	+	2720	2807	1109	797	527	1041	280
gene:AT1G54280	1	20262468	20267859	-	5392	0	0	0	2	1	0
gene:AT1G54290	1	20268474	20270140	-	1667	291	8	31	73	93	49
gene:AT1G54300	1	20270810	20272106	+	1297	0	0	0	0	0	0
gene:AT1G54310	1	20273567	20275574	+	2008	0	1	22	62	93	20
gene:AT1G54320	1	20275534	20277981	-	2448	1010	499	695	525	559	289
gene:AT1G54330	1	20279507	20280952	-	1446	0	0	0	0	6	0
gene:AT1G54340	1	20283326	20286786	+	3461	455	38	109	323	313	118
gene:AT1G54350	1	20286856	20290401	+	3546	656	215	149	447	715	279
gene:AT1G54360	1	20290556	20293324	+	2769	212	119	80	235	222	106
gene:AT1G54370	1	20293151	20297236	-	4086	251	88	54	159	150	111
gene:AT1G54380	1	20297805	20300979	-	3175	406	63	210	136	79	61
gene:AT1G54385	1	20301072	20303949	-	2878	3	4	0	51	122	63
gene:AT1G54390	1	20304515	20307110	-	2596	618	29	71	117	218	110
gene:AT1G54400	1	20307572	20308846	+	1275	0	0	0	0	2	17
gene:AT1G54410	1	20309473	20310850	-	1378	174985	25893	46336	40244	44911	32275
gene:AT1G54420	1	20311619	20312418	+	800	0	0	1	0	0	0
gene:AT1G54440	1	20322964	20328238	+	5275	94	67	71	277	270	16
gene:AT1G54445	1	20332149	20332970	+	822	0	0	0	0	0	0
gene:AT1G54450	1	20336203	20339769	-	3567	83	80	9	21	40	4
gene:AT1G54460	1	20340572	20343554	-	2983	637	171	190	378	436	158
gene:AT1G54470	1	20344698	20348097	+	3400	10	30	1	14	2	23
gene:AT1G54475	1	20348397	20349032	+	636	0	0	0	0	9	0
gene:AT1G54490	1	20350109	20356916	+	6808	1100	222	307	378	612	215
gene:AT1G54500	1	20356954	20357879	-	926	629	293	469	979	1143	534
gene:AT1G54510	1	20358319	20362624	-	4306	294	13	51	97	106	61
gene:AT1G54520	1	20363393	20366123	+	2731	818	67	189	416	599	326
gene:AT1G54530	1	20366313	20367117	+	805	0	0	26	20	29	24
gene:AT1G54540	1	20367553	20368511	-	959	0	0	2	0	0	0
gene:AT1G54550	1	20369651	20370986	+	1336	0	0	0	0	0	2
