"","trt_1","trt_2","trt_3","ctr_1","ctr_2","ctr_3"
"gene:AT1G59030",0,0,0,0,0,0
"gene:AT1G59077",0,0,0,0,0,0
"gene:AT1G59124",0,0,0,0,0,2
"gene:AT1G59171",0,0,0,0,0,0
"gene:AT1G59218",0,0,0,0,0,0
"gene:AT1G59312",0,0,0,0,0,0
"gene:AT1G59359",0,0,0,0,0,0
"gene:AT1G59406",0,0,0,0,0,0
"gene:AT1G59453",0,0,0,0,0,0
"gene:AT1G59460",0,0,0,0,0,0
"gene:AT1G59470",0,0,0,0,0,0
"gene:AT1G59500",0,0,0,0,0,0
"gene:AT1G59510",234,0,3,37,21,18
"gene:AT1G59520",247,60,84,105,268,51
"gene:AT1G59530",0,0,1,0,3,1
"gene:AT1G59540",73,0,6,169,150,44
"gene:AT1G59550",1,0,0,0,0,0
"gene:AT1G59560",201,9,18,42,73,87
"gene:AT1G59580",308,16,80,61,209,15
"gene:AT1G59590",2176,304,314,6,1,0
"gene:AT1G59600",242,27,127,170,174,37
"gene:AT1G59610",724,323,570,645,1047,318
"gene:AT1G59620",242,133,102,87,154,57
"gene:AT1G59630",0,0,0,0,0,0
"gene:AT1G59640",113,1,3,13,35,0
"gene:AT1G59650",97,50,138,208,141,113
"gene:AT1G59660",317,117,98,176,157,87
"gene:AT1G59670",0,0,0,0,0,0
"gene:AT1G59675",0,0,0,0,0,0
"gene:AT1G59680",1,0,0,0,0,0
"gene:AT1G59690",0,0,0,0,0,0
"gene:AT1G59700",11,0,0,21,49,41
"gene:AT1G59710",320,5,45,115,156,115
"gene:AT1G59720",203,30,77,157,81,24
"gene:AT1G59722",1,0,0,0,0,0
"gene:AT1G59723",0,0,0,1,0,0
"gene:AT1G59724",0,0,0,0,0,0
"gene:AT1G59725",0,0,0,0,0,0
"gene:AT1G59730",0,0,0,0,0,0
"gene:AT1G59740",1074,283,363,59,70,11
"gene:AT1G59750",654,201,262,337,391,301
"gene:AT1G59760",554,302,288,363,496,277
"gene:AT1G59780",2,0,0,0,6,3
"gene:AT1G59790",1,0,0,0,0,0
"gene:AT1G59800",0,0,0,0,0,0
"gene:AT1G59810",0,0,0,0,2,0
"gene:AT1G59820",817,231,370,341,377,304
"gene:AT1G59830",506,121,238,416,440,120
"gene:AT1G59833",0,0,0,0,0,0
"gene:AT1G59835",0,0,0,0,0,0
"gene:AT1G59840",2,11,28,193,322,150
"gene:AT1G59850",9,65,19,15,185,56
"gene:AT1G59860",308,74,133,0,0,2
"gene:AT1G59865",1037,187,293,5,4,0
"gene:AT1G59870",31135,9233,11047,1480,1458,838
"gene:AT1G59885",0,0,0,8,1,0
"gene:AT1G59890",342,209,199,576,614,221
"gene:AT1G59900",1668,463,491,1086,1121,670
"gene:AT1G59910",2266,496,556,338,220,68
"gene:AT1G59920",0,0,0,0,0,0
"gene:AT1G59930",0,0,0,0,0,0
"gene:AT1G59940",0,41,16,0,0,0
"gene:AT1G59950",23,33,32,0,1,0
"gene:AT1G59960",77,38,49,39,88,28
"gene:AT1G59970",142,20,61,50,66,50
"gene:AT1G59980",225,29,2,99,93,34
"gene:AT1G59990",309,1,137,172,377,94
"gene:AT1G60000",144,9,95,368,678,260
"gene:AT1G60010",180,1,213,247,471,184
"gene:AT1G60030",871,145,107,40,69,0
"gene:AT1G60040",0,0,0,0,0,0
"gene:AT1G60050",0,0,0,0,0,0
"gene:AT1G60060",0,29,4,7,71,0
"gene:AT1G60070",699,333,339,507,990,599
"gene:AT1G60080",219,31,33,16,53,44
"gene:AT1G60090",3,0,0,0,0,0
"gene:AT1G60095",0,3,0,0,0,0
"gene:AT1G60110",0,0,0,0,0,0
"gene:AT1G60130",1,2,0,0,0,0
"gene:AT1G60140",176,90,113,390,552,250
"gene:AT1G60160",109,5,13,102,163,72
"gene:AT1G60170",652,156,305,325,347,243
"gene:AT1G60190",0,4,0,0,4,13
"gene:AT1G60200",1245,403,594,629,856,459
"gene:AT1G60220",194,11,24,284,284,57
"gene:AT1G60230",105,32,44,189,167,64
"gene:AT1G60240",0,0,0,0,0,0
"gene:AT1G60250",0,0,0,0,0,0
"gene:AT1G60260",357,126,91,323,512,77
"gene:AT1G60270",7,1,18,0,2,0
"gene:AT1G60280",0,0,0,0,0,0
"gene:AT1G60300",0,0,0,0,0,0
"gene:AT1G60320",0,0,0,0,0,0
"gene:AT1G60340",0,0,0,0,0,0
"gene:AT1G60350",25,0,0,10,0,0
"gene:AT1G60360",3,95,44,22,50,3
"gene:AT1G60370",0,0,0,0,0,0
"gene:AT1G60380",0,0,0,0,0,0
"gene:AT1G60390",209,4,27,63,170,78
"gene:AT1G60400",0,0,0,0,0,0
"gene:AT1G60410",0,0,0,0,0,0
"gene:AT1G60420",650,247,290,321,278,160
"gene:AT1G60430",45,0,125,60,87,31
"gene:AT1G60440",80,54,125,158,206,12
"gene:AT1G60450",0,0,0,0,0,0
"gene:AT1G60460",7,0,0,19,20,27
"gene:AT1G60470",1,9,1,0,9,0
"gene:AT1G60490",531,3,59,240,320,111
"gene:AT1G60500",280,152,105,0,1,0
"gene:AT1G60530",30,3,29,28,29,4
"gene:AT1G60550",671,97,130,697,1010,363
"gene:AT1G60560",262,34,35,144,136,100
"gene:AT1G60570",0,0,0,0,0,0
"gene:AT1G60590",392,15,82,25,137,36
"gene:AT1G60600",185,22,95,288,443,217
"gene:AT1G60610",125,0,81,63,60,15
"gene:AT1G60620",224,29,22,13,48,6
"gene:AT1G60625",0,0,0,0,0,0
"gene:AT1G60630",0,2,0,15,4,5
"gene:AT1G60640",1912,254,347,167,165,149
"gene:AT1G60650",169,26,72,59,124,38
"gene:AT1G60660",17,9,56,41,162,52
"gene:AT1G60670",17,87,89,184,154,131
"gene:AT1G60680",309,0,2,4,51,11
"gene:AT1G60690",0,24,17,174,68,31
"gene:AT1G60700",153,0,17,85,58,1
"gene:AT1G60710",1245,289,178,612,1118,316
"gene:AT1G60720",0,0,0,0,3,0
"gene:AT1G60730",1097,885,570,15,54,31
"gene:AT1G60740",1,0,1,0,0,0
"gene:AT1G60750",0,0,3,0,0,0
"gene:AT1G60760",0,0,0,0,0,0
"gene:AT1G60770",448,211,90,214,337,166
"gene:AT1G60780",834,266,320,325,518,220
"gene:AT1G60783",0,0,0,0,0,0
"gene:AT1G60787",0,0,0,0,0,0
"gene:AT1G60790",65,38,252,90,82,72
"gene:AT1G60800",1041,189,179,657,803,394
"gene:AT1G60810",652,168,163,148,428,68
"gene:AT1G60815",0,0,0,0,0,0
"gene:AT1G60830",0,0,1,0,0,0
"gene:AT1G60850",424,118,127,50,133,43
"gene:AT1G60860",270,36,120,94,154,45
"gene:AT1G60870",615,133,124,474,731,358
"gene:AT1G60880",0,0,0,0,0,0
"gene:AT1G60890",8,8,73,142,116,52
"gene:AT1G60900",1254,155,213,496,514,359
"gene:AT1G60913",0,0,0,0,0,0
"gene:AT1G60920",0,0,0,0,0,0
"gene:AT1G60930",96,4,126,78,47,50
"gene:AT1G60940",291,175,391,681,621,285
"gene:AT1G60950",8761,1998,2847,7551,12059,4739
"gene:AT1G60960",4,4,21,15,14,6
"gene:AT1G60970",0,0,0,0,0,0
"gene:AT1G60980",0,0,0,0,0,0
"gene:AT1G60983",0,0,0,0,0,0
"gene:AT1G60985",0,0,0,0,0,0
"gene:AT1G60986",0,0,0,0,0,0
"gene:AT1G60987",0,0,0,0,0,0
"gene:AT1G60990",472,125,89,329,550,201
"gene:AT1G60989",402,10,36,125,338,163
"gene:AT1G60995",110,77,162,218,315,130
"gene:AT1G61000",212,3,45,6,94,39
"gene:AT1G61010",873,138,167,148,280,109
"gene:AT1G61030",31,13,43,57,131,139
"gene:AT1G61040",1569,188,258,232,346,104
"gene:AT1G61050",0,0,0,0,0,0
"gene:AT1G61060",0,0,0,0,5,0
"gene:AT1G61065",2,56,26,5,56,38
"gene:AT1G61070",0,0,0,0,0,0
"gene:AT1G61080",0,0,0,0,0,0
"gene:AT1G61090",0,0,0,0,0,0
"gene:AT1G61093",0,0,0,0,2,0
"gene:AT1G61095",0,0,0,0,0,0
"gene:AT1G61097",0,0,0,0,0,0
"gene:AT1G61100",670,26,413,484,727,343
"gene:AT1G61105",0,0,0,0,0,0
"gene:AT1G61110",0,0,0,0,0,0
"gene:AT1G61120",356,240,162,0,0,0
"gene:AT1G61130",1,0,0,0,1,0
"gene:AT1G61140",3011,544,1052,317,388,154
"gene:AT1G61150",210,22,120,138,286,70
"gene:AT1G61160",0,0,0,0,0,0
"gene:AT1G61165",0,0,0,0,0,0
"gene:AT1G61170",8,43,27,30,42,0
"gene:AT1G61180",178,7,53,57,163,32
"gene:AT1G61190",310,460,225,285,530,193
"gene:AT1G61200",0,0,0,0,0,0
"gene:AT1G61210",795,94,132,348,292,188
"gene:AT1G61215",349,167,90,98,103,10
"gene:AT1G61230",0,0,0,0,0,48
"gene:AT1G61240",104,46,21,202,158,197
"gene:AT1G61250",2974,567,734,439,393,213
"gene:AT1G61255",35,0,9,0,2,0
"gene:AT1G61260",691,287,323,308,172,137
"gene:AT1G61270",1,0,0,3,0,1
"gene:AT1G61280",119,69,56,14,1,1
"gene:AT1G61290",0,0,7,11,0,0
"gene:AT1G61300",392,7,71,105,199,97
"gene:AT1G61310",18,0,24,67,54,19
"gene:AT1G61320",0,0,1,0,2,0
"gene:AT1G61330",0,0,0,0,2,0
"gene:AT1G61340",1074,250,357,0,0,29
"gene:AT1G61350",1374,266,252,367,424,148
"gene:AT1G61360",2750,833,560,29,27,29
"gene:AT1G61370",1019,403,252,3,14,6
"gene:AT1G61380",303,436,256,70,104,2
"gene:AT1G61390",33,33,38,0,11,0
"gene:AT1G61400",98,96,139,21,30,9
"gene:AT1G61410",242,29,23,0,0,2
"gene:AT1G61415",112,42,44,12,10,0
"gene:AT1G61420",626,97,152,45,56,2
"gene:AT1G61430",447,285,138,105,91,37
"gene:AT1G61440",58,0,23,0,4,0
"gene:AT1G61450",0,0,4,3,18,26
"gene:AT1G61460",30,53,45,16,39,0
"gene:AT1G61470",151,98,83,0,7,0
"gene:AT1G61475",0,0,0,0,0,0
"gene:AT1G61480",0,1,0,0,0,1
"gene:AT1G61490",6,0,20,2,18,36
"gene:AT1G61500",0,13,59,56,36,28
"gene:AT1G61520",11614,2847,4666,3344,5573,2182
"gene:AT1G61540",0,0,0,0,0,0
"gene:AT1G61550",21,13,40,0,0,0
"gene:AT1G61560",822,183,229,4,12,3
"gene:AT1G61562",424,40,62,4,8,0
"gene:AT1G61563",0,0,0,0,0,0
"gene:AT1G61565",0,0,0,0,0,0
"gene:AT1G61566",0,0,0,0,0,0
"gene:AT1G61570",82,208,179,120,164,62
"gene:AT1G61575",0,0,0,0,0,0
"gene:AT1G61580",1820,335,297,187,430,224
"gene:AT1G61590",0,0,0,0,0,0
"gene:AT1G61600",209,2,11,382,195,212
"gene:AT1G61610",949,243,300,13,2,0
"gene:AT1G61620",793,50,231,225,275,47
"gene:AT1G61630",0,0,0,0,0,0
"gene:AT1G61640",1567,675,607,52,106,61
"gene:AT1G61660",5395,1062,1186,1393,1900,813
"gene:AT1G61667",583,15,52,182,188,71
"gene:AT1G61670",601,107,73,320,408,150
"gene:AT1G61680",0,0,0,58,96,8
"gene:AT1G61688",0,0,0,0,0,0
"gene:AT1G61690",840,140,548,461,590,202
"gene:AT1G61700",0,0,0,2,0,0
"gene:AT1G61710",0,3,31,0,17,0
"gene:AT1G61720",0,0,0,0,0,0
"gene:AT1G61730",1483,856,585,490,555,288
"gene:AT1G61740",1102,276,581,2280,2574,1859
"gene:AT1G61750",0,0,1,0,0,0
"gene:AT1G61760",11,6,8,16,28,22
"gene:AT1G61770",272,252,105,220,475,120
"gene:AT1G61780",448,82,77,261,309,93
"gene:AT1G61790",623,345,407,329,569,231
"gene:AT1G61795",1,0,5,30,7,9
"gene:AT1G61800",1896,481,286,0,2,0
"gene:AT1G61810",192,47,18,8,0,0
"gene:AT1G61820",2568,703,448,1,43,0
"gene:AT1G61840",1,1,0,0,1,0
"gene:AT1G61850",538,269,251,557,597,227
"gene:AT1G61860",170,0,59,10,3,0
"gene:AT1G61870",500,411,537,168,311,112
"gene:AT1G61890",2598,442,708,45,87,62
"gene:AT1G61900",142,11,68,54,189,52
"gene:AT1G61920",0,0,0,0,0,0
"gene:AT1G61930",0,3,0,39,16,0
"gene:AT1G61940",0,0,0,0,0,0
"gene:AT1G61950",0,0,1,0,0,0
"gene:AT1G61960",0,0,14,52,71,3
"gene:AT1G61970",142,34,52,35,78,43
"gene:AT1G61980",65,47,65,21,114,43
"gene:AT1G61990",297,32,28,88,160,56
"gene:AT1G62000",0,0,0,0,0,0
"gene:AT1G62010",10,18,9,35,18,0
"gene:AT1G62020",2346,379,489,682,815,370
"gene:AT1G62030",0,0,27,0,22,0
"gene:AT1G62040",153,34,86,234,226,72
"gene:AT1G62045",52,36,44,99,68,11
"gene:AT1G62050",212,0,34,63,186,108
"gene:AT1G62060",0,0,0,0,0,0
"gene:AT1G62070",0,0,0,0,0,0
"gene:AT1G62080",0,0,0,0,0,0
"gene:AT1G62085",0,0,21,32,22,7
"gene:AT1G62110",0,0,54,19,56,0
"gene:AT1G62120",0,0,1,7,39,0
"gene:AT1G62130",147,2,18,10,94,14
"gene:AT1G62150",192,0,45,106,32,92
"gene:AT1G62160",0,0,0,0,0,0
"gene:AT1G62170",13,0,2,91,80,15
"gene:AT1G62180",188,162,290,2044,1625,1077
"gene:AT1G62190",0,0,2,10,49,1
"gene:AT1G62200",227,165,133,96,198,78
"gene:AT1G62210",0,0,0,0,0,0
"gene:AT1G62220",0,0,0,0,0,0
"gene:AT1G62225",0,0,0,0,0,0
"gene:AT1G62250",6,30,75,180,156,77
"gene:AT1G62240",0,30,2,1,3,0
"gene:AT1G62260",0,0,12,7,87,41
"gene:AT1G62262",0,1,0,0,0,0
"gene:AT1G62270",0,0,0,0,0,0
"gene:AT1G62280",0,0,2,0,0,12
"gene:AT1G62290",0,0,0,1,2,0
"gene:AT1G62300",3869,734,975,17,6,2
"gene:AT1G62305",309,35,97,139,78,17
"gene:AT1G62310",4079,844,1281,517,489,270
"gene:AT1G62320",2,49,40,13,0,0
"gene:AT1G62330",171,130,10,213,278,85
"gene:AT1G62333",0,0,0,0,3,0
"gene:AT1G62340",0,0,0,0,0,0
"gene:AT1G62350",0,0,7,3,2,0
"gene:AT1G62360",0,0,0,0,0,0
"gene:AT1G62370",0,0,0,0,1,0
"gene:AT1G62380",4267,1465,1394,3996,5702,2056
"gene:AT1G62390",2929,668,806,1011,1019,389
"gene:AT1G62400",0,0,15,7,12,4
"gene:AT1G62410",0,0,0,0,0,0
"gene:AT1G62421",0,0,0,0,0,0
"gene:AT1G62422",1054,334,184,50,113,17
"gene:AT1G62420",19,0,14,1,0,0
"gene:AT1G62430",1020,63,95,322,432,217
"gene:AT1G62440",0,11,23,17,8,0
"gene:AT1G62450",0,0,0,0,0,0
"gene:AT1G62480",3770,1222,944,2123,2970,1249
"gene:AT1G62490",0,0,0,0,1,0
"gene:AT1G62500",0,0,0,0,0,0
"gene:AT1G62510",45,1,26,43,7,0
"gene:AT1G62515",45,0,20,43,7,0
"gene:AT1G62520",4,0,0,53,54,46
"gene:AT1G62530",0,0,0,0,10,0
"gene:AT1G62540",4,1,0,1,0,0
"gene:AT1G62560",23,63,74,108,99,22
"gene:AT1G62570",538,98,145,340,245,72
"gene:AT1G62580",0,0,0,5,0,0
"gene:AT1G62590",166,0,1,17,24,14
"gene:AT1G62600",104,69,21,69,107,23
"gene:AT1G62610",0,28,7,39,69,1
"gene:AT1G62620",0,1,0,3,39,0
"gene:AT1G62630",182,51,61,86,319,87
"gene:AT1G62640",250,55,57,137,270,100
"gene:AT1G62660",7,16,16,9,19,5
"gene:AT1G62670",0,0,9,19,8,39
"gene:AT1G62680",6,1,13,11,67,0
"gene:AT1G62690",0,0,2,0,4,0
"gene:AT1G62700",235,41,29,81,170,44
"gene:AT1G62710",4,0,0,0,0,2
"gene:AT1G62720",67,19,1,0,21,2
"gene:AT1G62730",33,62,45,18,44,43
"gene:AT1G62740",1162,337,375,250,473,170
"gene:AT1G62750",2024,411,609,1989,3240,1094
"gene:AT1G62760",26,0,0,2,16,14
"gene:AT1G62770",0,0,0,0,10,0
"gene:AT1G62780",600,15,119,568,872,334
"gene:AT1G62790",268,26,96,110,350,48
"gene:AT1G62800",2,0,15,22,1,0
"gene:AT1G62810",336,34,24,96,213,99
"gene:AT1G62820",69,45,37,86,212,159
"gene:AT1G62830",7,27,17,147,244,85
"gene:AT1G62840",598,37,210,33,77,57
"gene:AT1G62850",538,28,258,95,218,53
"gene:AT1G62870",25,5,0,0,92,40
"gene:AT1G62880",24,12,25,56,86,20
"gene:AT1G62886",0,0,1,0,8,0
"gene:AT1G62895",0,0,0,0,0,0
"gene:AT1G62900",0,0,0,1,0,0
"gene:AT1G62910",0,0,5,0,13,11
"gene:AT1G62914",0,0,7,8,35,66
"gene:AT1G62915",0,0,0,68,42,14
"gene:AT1G62920",46,0,10,4,6,8
"gene:AT1G62930",66,1,23,22,70,26
"gene:AT1G62935",0,0,15,14,0,0
"gene:AT1G62940",0,0,0,0,0,0
"gene:AT1G62950",74,0,3,58,46,28
"gene:AT1G62960",235,1,63,114,235,31
"gene:AT1G62970",230,72,119,138,251,130
"gene:AT1G62975",5,3,0,3,1,2
"gene:AT1G62978",0,0,0,0,2,0
"gene:AT1G62980",0,0,0,0,1,1
"gene:AT1G62981",424,51,50,89,47,68
"gene:AT1G62990",396,143,46,36,164,40
"gene:AT1G63000",1396,182,95,213,479,400
"gene:AT1G63010",811,142,283,571,796,415
"gene:AT1G63020",92,119,54,299,353,116
"gene:AT1G63030",0,0,0,0,0,0
"gene:AT1G63050",99,5,2,78,62,13
"gene:AT1G63055",1,0,0,0,0,0
"gene:AT1G63057",1,0,0,0,0,0
"gene:AT1G63060",0,0,0,0,0,0
"gene:AT1G63070",0,0,0,0,0,0
"gene:AT1G63080",0,0,0,8,66,13
"gene:AT1G63090",463,141,139,166,210,85
"gene:AT1G63100",306,60,6,148,192,68
"gene:AT1G63105",0,0,0,0,0,0
"gene:AT1G63110",253,202,112,252,159,93
"gene:AT1G63120",463,239,193,209,383,154
"gene:AT1G63130",242,0,27,135,83,37
"gene:AT1G63140",0,0,0,0,0,0
"gene:AT1G63150",0,0,2,6,27,8
"gene:AT1G63160",118,1,39,37,55,0
"gene:AT1G63170",883,113,298,188,233,180
"gene:AT1G63180",322,65,90,167,291,193
"gene:AT1G63190",0,0,0,0,0,0
"gene:AT1G63200",0,0,0,0,0,0
"gene:AT1G63205",0,0,0,0,0,0
"gene:AT1G63206",0,0,0,0,0,0
"gene:AT1G63210",0,0,0,0,0,0
"gene:AT1G63220",0,69,60,46,66,29
"gene:AT1G63230",90,0,0,21,23,12
"gene:AT1G63240",94,17,56,103,200,65
"gene:AT1G63245",0,0,0,0,0,0
"gene:AT1G63250",67,33,56,75,79,24
"gene:AT1G63260",144,3,41,18,66,48
"gene:AT1G63270",32,69,16,57,48,49
"gene:AT1G63280",0,0,0,0,0,2
"gene:AT1G63290",161,102,86,308,294,134
"gene:AT1G63295",80,15,21,65,255,67
"gene:AT1G63300",900,276,335,464,760,441
"gene:AT1G63310",428,35,145,183,320,42
"gene:AT1G63320",0,0,0,0,0,0
"gene:AT1G63330",0,0,0,0,0,0
"gene:AT1G63340",0,0,0,0,0,0
"gene:AT1G63350",33,40,90,20,1,23
"gene:AT1G63360",116,156,113,161,330,157
"gene:AT1G63370",0,0,0,0,2,0
"gene:AT1G63380",0,0,0,0,2,0
"gene:AT1G63390",0,11,0,43,7,0
"gene:AT1G63400",0,0,0,3,13,7
"gene:AT1G63410",0,0,0,0,0,0
"gene:AT1G63420",108,69,18,168,195,134
"gene:AT1G63430",758,191,194,462,773,211
"gene:AT1G63440",572,462,364,83,131,31
"gene:AT1G63450",0,0,8,14,2,0
"gene:AT1G63460",232,126,82,47,160,59
"gene:AT1G63470",220,5,29,115,294,59
"gene:AT1G63480",84,5,18,122,277,83
"gene:AT1G63490",517,181,181,250,437,130
"gene:AT1G63500",1021,292,389,411,299,329
"gene:AT1G63520",0,8,3,48,64,7
"gene:AT1G63522",0,0,0,0,0,0
"gene:AT1G63530",0,15,22,66,0,0
"gene:AT1G63535",0,0,0,0,0,0
"gene:AT1G63540",33,0,0,0,14,1
"gene:AT1G63550",0,0,0,1,0,0
"gene:AT1G63570",0,0,0,0,0,1
"gene:AT1G63580",0,0,0,2,0,0
"gene:AT1G63590",0,0,0,0,0,0
"gene:AT1G63600",1,0,0,0,0,0
"gene:AT1G63610",160,7,121,197,407,89
"gene:AT1G63615",0,0,0,0,9,0
"gene:AT1G63630",0,0,0,0,5,0
"gene:AT1G63640",448,91,195,445,411,160
"gene:AT1G63650",9,0,0,1,9,0
"gene:AT1G63660",618,68,112,170,287,98
"gene:AT1G63670",152,51,34,49,255,33
"gene:AT1G63680",760,14,141,693,775,339
"gene:AT1G63690",863,135,277,578,782,303
"gene:AT1G63700",407,178,192,427,528,163
"gene:AT1G63710",0,0,0,0,0,0
"gene:AT1G63720",1328,473,366,2,14,24
"gene:AT1G63730",468,5,46,67,106,24
"gene:AT1G63740",628,110,82,225,164,77
"gene:AT1G63750",940,136,361,238,217,222
"gene:AT1G63770",1715,527,560,1395,1921,563
"gene:AT1G63780",550,270,208,63,256,54
"gene:AT1G63800",117,13,108,230,340,208
"gene:AT1G63810",724,216,207,135,383,163
"gene:AT1G63820",39,0,9,0,1,0
"gene:AT1G63830",1454,687,467,316,294,225
"gene:AT1G63840",765,115,151,65,70,28
"gene:AT1G63850",148,15,67,126,115,116
"gene:AT1G63855",6,0,2,51,31,24
"gene:AT1G63860",397,126,135,112,136,32
"gene:AT1G63870",0,0,0,0,6,0
"gene:AT1G63880",405,88,409,434,576,101
"gene:AT1G63900",319,16,68,68,229,54
"gene:AT1G63910",33,0,5,17,34,2
"gene:AT1G63930",0,0,44,1,0,0
"gene:AT1G63940",719,229,258,624,885,332
"gene:AT1G63950",0,0,2,0,0,0
"gene:AT1G63960",0,0,0,0,0,0
"gene:AT1G63970",271,97,63,269,389,135
"gene:AT1G63980",1635,451,531,708,1158,485
"gene:AT1G63990",10,82,87,100,119,57
"gene:AT1G64000",0,0,0,0,0,0
"gene:AT1G64010",72,58,0,0,0,0
"gene:AT1G64020",0,0,0,0,0,0
"gene:AT1G64030",0,0,0,0,0,0
"gene:AT1G64040",873,271,223,238,244,175
"gene:AT1G64050",655,277,310,242,247,119
"gene:AT1G64060",254,210,336,860,900,442
"gene:AT1G64065",456,246,86,46,11,3
"gene:AT1G64070",0,0,0,0,0,0
"gene:AT1G64080",2,24,77,18,25,2
"gene:AT1G64090",1054,231,429,308,516,316
"gene:AT1G64100",338,151,166,27,54,19
"gene:AT1G64105",338,151,166,27,56,19
"gene:AT1G64107",0,0,1,0,0,0
"gene:AT1G64110",2,0,0,0,1,0
"gene:AT1G64130",0,0,0,0,0,0
"gene:AT1G64140",2461,1000,1103,559,476,216
"gene:AT1G64150",28,2,51,153,328,128
"gene:AT1G64160",124,0,20,0,0,0
"gene:AT1G64170",3,6,0,9,10,0
"gene:AT1G64180",60,33,31,67,108,27
"gene:AT1G64185",0,0,0,9,27,0
"gene:AT1G64190",562,275,307,932,734,438
"gene:AT1G64195",0,0,0,0,0,0
"gene:AT1G64200",10,0,2,0,6,12
"gene:AT1G64210",0,0,0,0,0,24
"gene:AT1G64220",102,1,22,0,13,0
"gene:AT1G64230",1565,638,284,814,1055,652
"gene:AT1G64235",0,0,0,0,0,0
"gene:AT1G64253",0,0,0,0,0,11
"gene:AT1G64255",0,1,0,0,0,0
"gene:AT1G64260",0,0,0,0,0,0
"gene:AT1G64280",1446,428,573,120,210,154
"gene:AT1G64290",843,232,126,0,0,0
"gene:AT1G64295",2,0,0,0,0,0
"gene:AT1G64300",33,26,23,44,24,1
"gene:AT1G64310",0,0,14,35,0,0
"gene:AT1G64320",73,0,10,12,22,17
"gene:AT1G64330",767,109,167,370,528,187
"gene:AT1G64340",0,0,0,0,1,0
"gene:AT1G64350",328,80,48,17,90,33
"gene:AT1G64355",192,24,137,96,262,65
"gene:AT1G64360",67,57,96,210,202,130
"gene:AT1G64370",20435,3603,5572,3955,3726,2229
"gene:AT1G64380",37,0,0,23,9,0
"gene:AT1G64385",433,163,122,83,226,65
"gene:AT1G64390",284,98,81,343,692,228
"gene:AT1G64400",108,33,38,2,32,29
"gene:AT1G64405",0,3,0,1,0,0
"gene:AT1G64430",878,182,311,541,588,247
"gene:AT1G64440",153,22,64,107,250,161
"gene:AT1G64450",0,0,0,40,52,49
"gene:AT1G64455",0,0,0,30,31,6
"gene:AT1G64460",301,114,90,245,281,35
"gene:AT1G64480",1,3,0,0,0,0
"gene:AT1G64490",257,48,87,60,106,59
"gene:AT1G64500",59,41,0,42,91,52
"gene:AT1G64510",1488,276,449,1145,1872,742
"gene:AT1G64520",750,141,151,350,565,196
"gene:AT1G64530",13,2,44,118,128,34
"gene:AT1G64540",0,0,0,0,0,0
"gene:AT1G64550",803,59,232,543,798,322
"gene:AT1G64561",9,31,99,5,33,3
"gene:AT1G64570",362,185,389,457,452,165
"gene:AT1G64580",8,47,57,29,65,85
"gene:AT1G64583",1,0,0,6,19,25
"gene:AT1G64584",0,0,0,0,0,0
"gene:AT1G64585",0,0,0,0,0,0
"gene:AT1G64590",0,0,0,0,0,3
"gene:AT1G64600",169,47,33,52,147,22
"gene:AT1G64610",2451,671,821,54,31,39
"gene:AT1G64620",151,18,28,40,161,11
"gene:AT1G64625",60,0,46,112,211,28
"gene:AT1G64630",523,102,196,140,306,38
"gene:AT1G64633",0,0,0,0,6,0
"gene:AT1G64640",19,67,57,66,156,46
"gene:AT1G64650",664,176,147,331,480,145
"gene:AT1G64660",8,9,36,2,8,13
"gene:AT1G64670",9,19,8,32,13,2
"gene:AT1G64680",509,177,105,680,709,290
"gene:AT1G64690",261,61,37,138,119,45
"gene:AT1G64700",294,14,58,145,132,80
"gene:AT1G64710",32,2,22,18,28,10
"gene:AT1G64720",5088,1423,2361,3535,3795,2077
"gene:AT1G64740",138,138,406,132,204,128
"gene:AT1G64750",983,326,324,456,745,196
"gene:AT1G64760",222,51,103,103,179,47
"gene:AT1G64770",164,41,105,310,533,156
"gene:AT1G64780",44,13,0,63,13,46
"gene:AT1G64790",3007,475,646,1252,1828,620
"gene:AT1G64795",0,0,0,0,0,0
"gene:AT1G64800",0,0,0,0,0,0
"gene:AT1G64810",45,0,6,39,121,24
"gene:AT1G64820",0,0,0,0,0,0
"gene:AT1G64830",2,0,2,2,0,0
"gene:AT1G64840",461,27,69,97,98,35
"gene:AT1G64850",14,12,141,274,292,77
"gene:AT1G64860",492,112,154,776,860,371
"gene:AT1G64870",0,0,0,0,0,0
"gene:AT1G64880",896,328,355,519,689,362
"gene:AT1G64890",16,30,0,50,56,96
"gene:AT1G64900",41,97,36,49,43,51
"gene:AT1G64910",0,0,0,1,0,0
"gene:AT1G64920",0,0,0,1,9,0
"gene:AT1G64930",0,0,0,0,0,0
"gene:AT1G64940",32,51,5,0,14,6
"gene:AT1G64950",244,86,95,242,164,142
"gene:AT1G64960",87,58,83,93,210,166
"gene:AT1G64970",0,0,57,11,18,34
"gene:AT1G64980",647,248,247,143,423,127
"gene:AT1G64990",362,170,98,295,268,246
"gene:AT1G65000",31,0,5,57,47,28
"gene:AT1G65010",2247,844,697,1970,2509,1002
"gene:AT1G65020",152,75,44,64,135,85
"gene:AT1G65030",289,111,284,103,83,93
"gene:AT1G65032",0,95,16,3,44,50
"gene:AT1G65040",123,4,60,227,350,37
"gene:AT1G65050",0,0,0,0,1,0
"gene:AT1G65060",2,0,1,0,0,0
